РЕГИОН,ГОРОД,РАЙОН,НАЗВАНИЕ,ТИП,ТИП_НАЗВАНИЕ,АДРЕС,САЙТ,ДОМЕН_SUDRF,ПАРСЕР,КОД
Забайкальский край,Чита,,Забайкальский краевой суд,областной,Областной и равный ему суд,"672039, г Чита, ул Амурская, д 33А",https://oblsud--cht.sudrf.ru/,oblsud--cht.sudrf.ru,да,75OS0000
Забайкальский край,Чита,Железнодорожный,Железнодорожный районный суд г. Читы Забайкальского края,районный_городской,"Районный, городской, межрайонный суд","672038, г Чита, туп Экспедиционный, д 4",https://gd--cht.sudrf.ru/,gd--cht.sudrf.ru,да,75RS0003
Забайкальский край,Чита,Ингодинский,Ингодинский районный суд г. Читы Забайкальского края,районный_городской,"Районный, городской, межрайонный суд","672000, г Чита, ул Анохина, д 48",https://ingoda--cht.sudrf.ru/,ingoda--cht.sudrf.ru,да,75RS0002
Забайкальский край,Чита,Центральный,Центральный районный суд г. Читы Забайкальского края,районный_городской,"Районный, городской, межрайонный суд","672000, Забайкальский край, г. Чита, ул. Бутина, д. 41 (уг.), 672000, г. Чита, ул. Костюшко-Григоровича, д.4",,,нет,75RS0001
Забайкальский край,Чита,Черновский,Черновский районный суд г. Читы Забайкальского края,районный_городской,"Районный, городской, межрайонный суд","672030, г Чита, пр-кт Фадеева, д 10А",https://chernovski--cht.sudrf.ru/,chernovski--cht.sudrf.ru,да,75RS0023
Забайкальский край,Чита,Читинский,Читинский районный суд Забайкальского края,районный_городской,"Районный, городской, межрайонный суд","672007, г Чита, ул Ленина, д 159",https://chitinski--cht.sudrf.ru/,chitinski--cht.sudrf.ru,да,75RS0025
Забайкальский край,Шелопугино,Шелопугинский,Шелопугинский районный суд Забайкальского края,районный_городской,"Районный, городской, межрайонный суд","673610, Забайкальский край, с Шелопугино, ул Юбилейная, д 8",https://shelopugino--cht.sudrf.ru/,shelopugino--cht.sudrf.ru,да,75RS0028
Забайкальский край,Шилка,Шилкинский,Шилкинский районный суд Забайкальского края,районный_городской,"Районный, городской, межрайонный суд","673370, Забайкальский край, г Шилка, ул Балябина, д 145",https://shilka--cht.sudrf.ru/,shilka--cht.sudrf.ru,да,75RS0027
Запорожская область,,,Энергодарский городской суд Запорожской области,районный_городской,"Районный, городской, межрайонный суд",,https://energodarskiy--zpr.sudrf.ru/,energodarskiy--zpr.sudrf.ru,да,90RS0005
Запорожская область,,Бердянский,Бердянский межрайонный суд Запорожской области,районный_городской,"Районный, городской, межрайонный суд",,https://berdyanskiy--zpr.sudrf.ru/,berdyanskiy--zpr.sudrf.ru,да,90RS0001
Запорожская область,,Мелитопольский,Мелитопольский межрайонный суд Запорожской области,районный_городской,"Районный, городской, межрайонный суд",,https://melitopol--zpr.sudrf.ru/,melitopol--zpr.sudrf.ru,да,90RS0003
Запорожская область,,Пологовский,Пологовский межрайонный суд Запорожской области,районный_городской,"Районный, городской, межрайонный суд",,https://pologovsky--zpr.sudrf.ru/,pologovsky--zpr.sudrf.ru,да,90RS0004
Запорожская область,Весёлое,Васильевский,Васильевский межрайонный суд Запорожской области,районный_городской,"Районный, городской, межрайонный суд","272202, Запорожская обл, Веселовский р-н, пгт Весёлое, ул Ленина",https://vasilyevsky--zpr.sudrf.ru/,vasilyevsky--zpr.sudrf.ru,да,90RS0002
Запорожская область,Мелитополь,,Запорожский областной суд,областной,Областной и равный ему суд,"272301, Запорожская обл, г Мелитополь, ул Пушкина, д 95",https://oblsud--zpr.sudrf.ru/,oblsud--zpr.sudrf.ru,да,90OS0000
